character_id,canonical_name,japanese_name,romanized_name,official_english_name,origin,residence,debut_episodes_id,debut_manga_id,affiliations,status,age_at_death,height_cm,blood_type,devil_fruit,devil_fruit_type,birthday,liveaction_portrayal,name_meaning
1075,Domino,ドミノ,Domino,Domino,Grand Line,,422.0,526.0,Impel Down,Alive,,,,,,October 30th,,
1076,Doma,ドーマ,Dōma,Doma,,,460.0,551.0,Subordinate of the Whitebeard Pirates,Alive,,,,,,February 1st,,
1077,Doll,ドール,Dōru,Doll,,,1090.0,1061.0,Marines; G-14,Alive,,,,,,,,
1078,Dogura,ドグラ,Dogura,Dogura (Viz);Dogra (FUNimation),East Blue,Mt. Colubo,493.0,582.0,Dadan Family,Alive,,,,,,December 19th,,
1079,Doc Q,Shiku Shiku no Mi,Doku Kyū,Doc Q,North Blue,,146.0,223.0,Blackbeard Pirates,Alive,,342.0,S,Sick-Sick Fruit,Paramecia,October 18th,,Sick
1080,Dobby Ibadonbo,ドビー・イバドンボ,Dobī Ibadonbo,Dobby Ibadonbo,,,432.0,531.0,,Unknown,,,,,,,,
1081,Howja Geddinthere II,ドーハ・イッタンカII世,Dōha Ittanka Nisei,Howja Geddinthere II,,,430.0,529.0,,Unknown,,,,,,,,
1082,Doberman,ドーベルマン,Dōberuman,Doberman,,,302.0,420.0,Marines,Alive,,,,,,October 8th,,
1083,Dogya,ドギャ,Dogya,Dogya,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
1084,Dive,ダイブ,Daibu,Dive,,,1080.0,1024.0,Kid Pirates,Unknown,,,,,,,,
1085,Dobon,ドボン,Dobon,Dobon,,,919.0,926.0,Beasts Pirates,Alive,,,,Hippopotamus SMILE,Artificial Zoan,,,
1086,Disco,ディスコ,Disuko,Disco,Grand Line,Sabaody Archipelago,394.0,500.0,Donquixote Doflamingo (former); Human Auctioning House (former),Alive,,,,,,June 12th,,
1087,Diez Barrels,ディエス・バレルズ,Diesu Bareruzu,"Diez BarrelsX. Barrels (WT100, OPCG)",,Minion Island,704.0,765.0,Barrels Pirates; Marines (former),Deceased,,,,,,,,
1088,Earth Boss,土番長,Tsuchi Banchyō,Earth Boss,,Ukkari Hot-Spring Island,,326.0,Ukkari Hot-Spring Island; Gedatsu,Alive,,,,,,August 4th,,
1089,Diesel,ディーゼル,Dīzeru,Diesel,,Totto Land,786.0,827.0,Big Mom Pirates,Alive,,,,,,,,
1090,Disc J,ディスクJ（ジェイ）,Disuku Jei,Disc J,,,1079.0,1040.0,Kid Pirates,Unknown,,,,,,,,
1091,Didit,ディディット,Diditto,Didit,,,496.0,585.0,Goa Kingdom,Alive,,,,,,,,
1092,Diamante,Hira Hira no Mi,Diamante,Diamante,North Blue,Downs (former)Spider Miles (former)Dressrosa (former),629.0,700.0,Donquixote Pirates,Alive,,525.0,S,Ripple-Ripple Fruit,Paramecia,May 29th,,Flap; Flutter
1093,Devil Dias,デビル・ディアス,Debiru Diasu,Devil Dias (Viz); Devil (Funimation),,,391.0,497.0,Acumate Pirates,Unknown,,,,,,September 18th,,
1094,Denjiro,傳ジロー,Denjirō,Denjiro,Grand Line (Wano Country),Wano Country (Flower Capital),909.0,919.0,Kozuki Family; Nine Red Scabbards; Kyoshiro Family; Kurozumi Family (undercover),Alive,,306.0,XF,,,October 26th,,
1095,Den,デン,Den,Den,Grand Line (Ryugu Kingdom; Fish-Man Island),Sea Forest,534.0,616.0,,Alive,,435.0,X,,,October 10th,,
1096,Demaro Black,デマロ・ブラック,Demaro Burakku,"Demaro Black (Funimation),Demalo Black (Viz manga)",East Blue,,517.0,598.0,Fake Straw Hat Crew,Alive,,245.0,S,,,May 5th,,
1097,Dellinger,デリンジャー,Derinjā,Dellinger,North Blue,Spider Miles (former); Dressrosa (former),632.0,702.0,Donquixote Pirates,Alive,,145.0,S (RH-),,,August 11th,,
1098,Delacuaji,デラクアヒ,Derakuahi,Delacuaji,,,460.0,551.0,Subordinate of the Whitebeard Pirates,Alive,,,,,,September 1st,,
1099,Decalvan Brothers,ディカルバン兄弟,Dikaruban Kyōdai,Decalvan Brothers (Viz)DeCalvan Brothers (Funimation),,,460.0,551.0,Subordinates of the Whitebeard Pirates,Alive,,,,,,May 22nd,,
1100,Daruma,ダルマ,Daruma,Daruma,Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District (former),530.0,611.0,New Fish-Man Pirates,Alive,,122.0,F,,,July 8th,,
1101,Daz Bonez,Supa Supa no Mi,Dazu Bōnesu,Daz Bonez,West Blue,,103.0,160.0,Cross Guild; Baroque Works (former),Alive,,212.0,F,Dice-Dice Fruit,Paramecia,January 1st,,Sound of slicing
1102,Damask,ダマスク,Damasuku,Damask,,,652.0,706.0,,Alive,,,,,,,,
1103,Dalmation,ダルメシアン,Darumeshian,Dalmation (WT100)Dalmatian (OPCG),,,462.0,553.0,Marines,Alive,,,,,,November 1st,,
1104,Dalton,"Ushi Ushi no Mi, Model: Bison",Doruton,DaltonDolton (Odex),Grand Line (Drum Kingdom),Bighorn; Drum Castle (Former),79.0,132.0,Sakura Kingdom,Alive,,218.0,X,Ox-Ox Fruit,Zoan,June 10th,,Bison
1105,Daikoku,大黒,Daikoku,Daikoku,Wano Country,"Flower Capital, Wano Country",925.0,931.0,Beasts Pirates; Orochi Oniwabanshu; Kurozumi Family,Alive,,436.0,S,,,May 12th,,
1106,Daigin,ダイギン,Daigin,Daigin,West Blue,,432.0,531.0,Marines,Alive,,,,,,August 24th,,
1107,Daifugo,ダイフゴー,Daifugō,Daifugo,,,928.0,934.0,Beasts Pirates; Tama,Alive,,,,Scorpion SMILE,Artificial Zoan,,,
1108,Daisy,デージー,Dējī,Daisy,Calm Belt (Amazon Lily),Amazon Lily,410.0,516.0,Kuja; Kuja Pirates,Alive,,,,,,February 15th,,
1109,Daedalus,ダイダロス,Daidarosu,Daedalus (Viz); Daidalos (Funimation),Grand Line (Ryugu Kingdom; Fish-Man Island),Fish-Man District,550.0,630.0,,Deceased,,,,,,,,
1110,Daikon,ダイコン,Daikon,Daikon,,,664.0,732.0,Tontatta KingdomScouting UnitStraw Hat Grand Fleet,Alive,,,,,,,,
1111,Dagama,ダガマ,Dagama,Dagama,,,632.0,704.0,Prodence Kingdom,Alive,,,,,,September 26th,,
1112,Dachōman,ダチョウマン,Dachōman,,,,937.0,940.0,Beasts Pirates,Alive,,,,Ostrich SMILE,Artificial Zoan,,,
1113,Dadīdī,ダディーディー,Dadīdī,,East Blue (Conomi Islands),Cocoyasi Village,35.0,79.0,World Government Orphanage,Alive,,,,,,,,
1114,D.R.,ディーアール,Dī Āru,D.R. (VIZ)DR (Netflix),,,,,Cyrano,Deceased,,,,,,,,
1115,Shirano,シラノ,Shirano,Shirano,,,,,D.R.,Deceased,,,,,,,,
1116,Curiel,クリエル,Kurieru,Curiel,Grand Line,,461.0,552.0,Whitebeard Pirates,Alive,,,,,,September 12th,,
1117,Curly Dadan,カーリー・ダダン,Kārī Dadan,Curly Dadan,East Blue,Mt. Colubo,324.0,440.0,Dadan Family,Alive,,221.0,X,,,August 30th,,
1118,Crocus,クロッカス,Kurokkasu,Crocus,Grand Line,Reverse Mountain (Twin Cape),62.0,102.0,"Roger Pirates (former), Laboon",Alive,,203.0,XF,,,June 4th,,
1119,Kūran,クーラン,Kūran,,,Cameron Kingdom,884.0,906.0,Levely,Alive,,,,,,,,
1120,Crocodile,Suna Suna no Mi,Kurokodairu,Crocodile,Grand Line,"Rainbase, Arabasta (former)",76.0,126.0,Cross Guild;Seven Warlords of the Sea (former);Baroque Works (former);Impel Down (former),Alive,,253.0,S,Sand-Sand Fruit,Logia,September 5th,,Sand
1121,Cotton,コットン,Kotton,Cotton,,,648.0,718.0,Tontatta Kingdom Scouting Unit; Tontatta Pirates; Straw Hat Grand Fleet; Straw Hat Pirates,Alive,,,,,,,,
1122,Cosmos,コスモス,Kosumosu,Cosmos,Calm Belt (Amazon Lily),Amazon Lily,410.0,516.0,Kuja; Kuja Pirates,Alive,,,,,,September 26th,,
1123,Cosette,コゼット,Kozetto,Cosette,,,800.0,839.0,Germa Kingdom,Alive,,,,,,May 2nd,,
1124,Cosmo,コスモ,Kosumo,Cosmo,,,,437.0,Automata,Alive,,,,,,,,
1125,Cornelia,コーネリア,Kōneria,Cornelia,,,461.0,552.0,Spade Pirates,Alive,,,,,,,,
1126,Coribou,コリブー,Koribū,Coribou,North Blue,,519.0,600.0,"Caribou Pirates; Fake Straw Hat Crew (former, temporary)",Alive,,250.0,XF,,,May 2nd,,
1127,Corgy,コーギー,Kōgī,Corgy,,,233.0,328.0,World Government,Alive,,,,,,August 25th,,
1128,Conis,コニス,Konisu,Conis,Grand Line (Skypiea),,154.0,239.0,Pumpkin Cafe,Alive,,176.0,F,,,May 20th,,
1129,Conney,コニー,Konī,Conney; Connie (Former: Chapter 1099)‡,,Sorbet Kingdom,,1099.0,,Alive,,,,,,,,
1130,Concelot,コンスロット,Konsurotto,Concelot,Grand Line (Mokomo Dukedom),"Kurau City, Zou",758.0,809.0,Mokomo Dukedom; Inuarashi Musketeer Squad  Ninja-Pirate-Mink-Samurai Alliance (disbanded),Alive,,204.0,F,,,November 2nd,,
1131,Comp,コンポ,Konpo,Comp,,,1066.0,1040.0,Kid Pirates,Unknown,,,,,,,,
1132,Komille,コーミル,Kōmiru,Komille (Viz)Comille (WT100),,,421.0,289.0,Marines; G-2,Alive,,,,,,October 1st,,
1133,Columbus,コロンブス,Koronbusu,Columbus,,,,906.0,Yonta Maria Grand Fleet; Straw Hat Grand Fleet,Alive,,,,,,May 16th,,
1134,Colscon,コルスコン,Korusukon,Colscon,,,,574.0,Whitebeard Pirates,Alive,,,,,,,,
1135,Cocoa,ココア,Kokoa,Cocoa,East Blue,,518.0,598.0,Fake Straw Hat Crew,Alive,,138.0,X,,,November 7th,,
1136,Buckox,ココックス,Kokokkusu,Buckox,East Blue (Island of Rare Animals),Island of Rare Animals,18.0,22.0,Animals of the Island of Rare Animals,Alive,,,,,,February 19th,,
1137,Clover,クローバー,Kurōbā,Clover,West Blue (Ohara),,275.0,391.0,Ohara Scholars,Deceased,85.0,172.0,X,,,April 8th,,
1138,Kobān,コバーン,Kobān,,Jaya,,187.0,288.0,Shandia,Deceased,,,,,,,,
1139,Chuji,忠治,Chūji,Chuji,,,1061.0,1034.0,,Alive,,,,,,,,
1140,Clapp,クラップ,Kurappu,Clapp,South Blue (Sorbet Kingdom),Sorbet Kingdom; Mary Geoise (former),,1095.0,,Deceased,,,,,,,,
1141,Chuchun,チュチューン,Chuchūn,Chuchun (Viz);Chirp Chirp (FUNimation),,,209.0,306.0,Foxy Pirates,Alive,,,,,,,,
1142,Chome,ちょめ,Chome,Chome,Wano Country,"Flower Capital, Wano Country",925.0,931.0,Beasts Pirates; Orochi Oniwabanshu (former); Kurozumi Family (former),Alive,,150.0,F,,,April 24th,,
1143,Chouchou,シュシュ,Shushu,Chouchou;Shushu (WT100),East Blue (Organ Islands),Orange Town,6.0,12.0,Hocker,Alive,,40.0,,,,November 22nd,,
1144,Chocolat,ショコラ,Shokora,Chocolat,East Blue,,517.0,598.0,Fake Straw Hat Crew,Unknown,,181.0,X,,,September 21st,,
1145,Choi,チョイ,Choi,Choi,,,464.0,555.0,Ally of the Whitebeard Pirates,Alive,,,,,,,,
1146,Clione,クリオネ,Kurione,Clione,,,757.0,810.0,Heart Pirates,Unknown,,,,,,February 17th,,
1147,Choco-Police,チョコポリス,Chokoporisu,Choco-Police (VIZ); Chocopolice (Funimation),,"Chocolat Town, Cacao Island, Totto Land",786.0,827.0,Cacao Island,Unknown,,,,,,,,
1148,Ocho,お蝶,O-Chō,Ocho,,,946.0,952.0,,Alive,,,,,,,,
1149,Chiya,チヤ,Chiya,,Jaya,,187.0,287.0,Shandia,Deceased,,,,,,,,
1150,Chihaya,千早,Chihaya,,,Wano Country (Flower Capital),909.0,919.0,,Alive,,,,,,,,
1151,Chimney,チムニー,Chimunī,Chimney,Grand Line (Water 7),Water 7 (Shift Station),229.0,322.0,Kokoro,Alive,,115.0,S,,,June 2nd,,
1152,Qing Jiao,チンジャオ,Chinjao,Qing Jiao; Chin Jao,West Blue (Kano Country),Kano Country,632.0,704.0,Chinjao Family; Happo Navy; Straw Hat Grand Fleet,Alive,,520.0,F,,,December 12th,,
1153,O-Chōchō,お蝶々,O-Chōchō,,,Wano Country (Okobore Town; formerly Bakura Town),912.0,921.0,,Alive,,,,,,,,
1154,Mrs. Chicken,チキン,Chikin,Mrs. Chicken,East Blue (Goa Kingdom),Foosha Village,505.0,1.0,,Alive,,,,,,February 8th,,
1155,Chichilisia,チチリシア,Chichirishia,Chichilisia,,,,879.0,,Alive,,,,,,,,
1156,Chikori,チコリ,Chikori,,,Green Bit,672.0,738.0,Tontatta Tribe; Tonta CorpsStraw Hat Grand Fleet,Alive,,,,,,,,
1157,Choo,チュウ,Chū,Choo;Chu (Live-Action),"Grand Line (Ryugu Kingdom, Fish-Man Island)",Fish-Man District (former); Arlong Park (former),31.0,69.0,Arlong Pirates; Sun Pirates (former),Alive,,257.0,X,,,May 23rd,Len-Barry Simons,
1158,Chesskipper,チェスキッパ,Chesukippa,Chesskipper,,,278.0,398.0,,Unknown,,,,,,,,
1159,Charlotte Zuccotto,シャーロット・ズコット,Shārotto Zukotto,Charlotte Zuccotto,,Liqueur Island,832.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1160,Chessmarimo,チェスマーリモ,Chesumārimo,Chessmarimo,,,87.0,147.0,"Bliking Pirates, Drum Kingdom",Alive,,,,,,,,
1161,Charlotte Yuen,シャーロット・ユーエン,Shārotto Yūen,Charlotte Yuen,,,869.0,894.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,October 15th,,
1162,Charlotte Wafers,シャーロット・ウエハース,Shārotto Uehāsu,Charlotte Wafers,,,809.0,845.0,Charlotte Family,Alive,,,,,,,,
1163,Charlotte Uiro,シャーロット・ウィロ,Shārotto Wiro,Charlotte Uiro,,,809.0,845.0,Charlotte Family,Alive,,,,,,,,
1164,Charlotte Tablet,シャーロット・タブレット,Shārotto Taburetto,Charlotte Tablet,,Topping Island,832.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1165,Charlotte Snack,シャーロット・スナック,Shārotto Sunakku,Charlotte Snack,,Potato Island,798.0,894.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,October 29th,,
1166,Chess,チェス,Chesu,Chess,Grand Line (Drum Kingdom),,78.0,131.0,"Bliking Pirates (disbanded), Drum Kingdom (former)",Alive,,194.0,S,,,July 20th,,
1167,Charlotte Smoothie,Shibo Shibo no Mi,Shārotto Sumūjī,Charlotte Smoothie,Grand Line (Totto Land),100% Island,812.0,846.0,Charlotte Family; Big Mom Pirates,Alive,,464.0,F,Wring-Wring Fruit,Paramecia,October 12th,,Squeeze
1168,Charlotte Raisin,シャーロット・レザン,Shārotto Rezan,Charlotte Raisin,,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,March 23rd,,
1169,Charlotte Prim,シャーロット・プリム,Shārotto Purimu,Charlotte Prim,Grand Line (Totto Land),,871.0,896.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,July 22nd,,
1170,Charlotte Pudding,Memo Memo no Mi,Shārotto Purin,Charlotte Pudding,Grand Line (Totto Land),Cacao Island,571.0,651.0,Charlotte Family; Big Mom Pirates,Alive,,166.0,XF,Memo-Memo Fruit,Paramecia,June 25th,,Memory
1171,Charlotte Praline,シャーロット・プラリネ,Shārotto Purarine,Charlotte Praline,Grand Line (Totto Land),Unique Island (former),790.0,830.0,Sun Pirates; Charlotte Family (defected),Alive,,800.0,S (RH-),,,July 22nd,,
1172,Charlotte Poire,シャーロット・ポワール,Shārotto Powāru,Charlotte Poire,,,830.0,860.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,October 19th,,
1173,Charlotte Saintmarc,シャーロット・サンマルク,Shārotto Sanmaruku,Charlotte Saintmarc (Viz);Charlotte Saint-Marc (WT100),,Flavor Island,832.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1174,Charlotte Perospero,Pero Pero no Mi,Shārotto Perosuperō,Charlotte Perospero (Viz); Charlotte Perosperaw (WT100),Grand Line (At a random port),Candy Island,795.0,834.0,Charlotte Family; Big Mom Pirates,Alive,,333.0,X,Lick-Lick Fruit,Paramecia,March 14th,,Sound of licking
1175,Charlotte Oven,Netsu Netsu no Mi,Shārotto Ōbun,Charlotte Oven,Grand Line (On a boat),Yakigashi Island,827.0,861.0,Charlotte Family; Big Mom Pirates,Alive,,492.0,F,Heat-Heat Fruit,Paramecia,November 25th,,Heat
1176,Charlotte Opera,Kuri Kuri no Mi,Shārotto Opera,Charlotte Opera,,Noko Island,789.0,829.0,Charlotte Family; Big Mom Pirates,Unknown,,,,Cream-Cream Fruit,Paramecia,September 29th,,Cream
1177,Charlotte Nusstorte,シャーロット・ヌストルテ,Shārotto Nusutorute,Charlotte Nusstorte,,Package Island,822.0,854.0,Charlotte Family;Big Mom Pirates,Alive,,,,,,January 23rd,,
1178,Charlotte Nougat,シャーロット・ヌガー,Shārotto Nugā,Charlotte Nougat,,,869.0,894.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1179,Charlotte Panna,シャーロット・パンナ,Shārotto Panna,Charlotte Panna,,,,897.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1180,Charlotte Normande,シャーロット・ノルマンド,Shārotto Norumando,Charlotte Normande,,,809.0,845.0,Charlotte Family,Alive,,,,,,,,
1181,Charlotte Noisette,シャーロット・ノアゼット,Shārotto Noazetto,Charlotte Noisette,,Kinko Island,832.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 15th,,
1182,Charlotte Myukuru,シャーロット・ミュークル,Shārotto Myūkuru,Charlotte Myukuru,,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,November 17th,,
1183,Charlotte Moscato,シャーロット・モスカート,Shārotto Mosukāto,Charlotte Moscato,,Ice Island,788.0,829.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 16th,,
1184,Charlotte Mozart,シャーロット・モーツアルト,Shārotto Mōtsaruto,Charlotte Mozart,,,831.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 20th,,
1185,Charlotte Montb,シャーロット・モンブ,Shārotto Monbu,Charlotte Montb,,,873.0,897.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1186,Charlotte Montd'Or,Buku Buku no Mi,Shārotto Mondōru,Charlotte Montd'Or (Viz)Charlotte Mont-d'Or (WT100),Grand Line (On a boat),Cheese Island,789.0,829.0,Charlotte Family; Big Mom Pirates,Alive,,260.0,X,Book-Book Fruit,Paramecia,April 23rd (World Book Day),,Book
1187,Charlotte Monder,シャーロット・モンデ,Shārotto Monde,Charlotte Monder;Charlotte Mondee (WT100),,,822.0,854.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 10th,,
1188,Charlotte Mobile,シャーロット・モービル,Shārotto Mōbiru,Charlotte Mobile,,Futoru Island,832.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,November 17th,,
1189,Charlotte Melise,シャーロット・メリゼ,Shārotto Merize,Charlotte Melise,,,,854.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1190,Charlotte Mash,シャーロット・マッシュ,Shārotto Masshu,Charlotte Mash,,,831.0,865.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 16th,,
1191,Charlotte Mascarpone,シャーロット・マスカルポーネ,Shārotto Masukarupōne,Charlotte Mascarpone,,Cutlery Island,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,February 27th,,
1192,Charlotte Marble,シャーロット・マーブル,Shārotto Māburu,Charlotte Marble,,,869.0,894.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,November 17th,,
1193,Charlotte Marnier,シャーロット・マルニエ,Shārotto Marunie,Charlotte Marnier,,Kibo Island,834.0,861.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 20th,,
1194,Charlotte Maple,シャーロット・メープル,Shārotto Mēpuru,Charlotte Maple,,,,897.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,November 17th,,
1195,Charlotte Lola,シャーロット・ローラ,Shārotto Rōra,Charlotte Lola,Grand Line (Totto Land),Cacao Island (former),370.0,476.0,Rolling Pirates; Charlotte Family; Thriller Bark Victim's Association (former),Alive,,215.0,F,,,January 27th (Proposal Day),,
1196,Charlotte Linlin,Soru Soru no Mi,Shārotto Rinrin,Charlotte Linlin,Grand Line,Whole Cake Island;Elbaf (former),571.0,651.0,Big Mom Pirates; Rocks Pirates (former); Four Emperors (former); Charlotte Family,Unknown,,880.0,X,Soul-Soul Fruit,Paramecia,February 15th,,Soul
1197,Charlotte Laurin,シャーロット・ラウリン,Shārotto Raurin,Charlotte Laurin,,,834.0,864.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1198,Kato,シャーロット・カトウ,Shārotto Katō,Kato (Funimation subs);Fructose (VIZ);Charlotte Kato (WT100),,Tanega Island,822.0,854.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1199,Charlotte Kanten,シャーロット・カンテン,Shārotto Kanten,Charlotte Kanten,,Jelly Island,839.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1200,Charlotte Katakuri,Mochi Mochi no Mi,Shārotto Katakuri,Charlotte Katakuri,Grand Line (On a boat),Komugi Island,825.0,860.0,Charlotte Family; Big Mom Pirates,Alive,,509.0,XF,Mochi-Mochi Fruit,Special Paramecia,November 25th,,Mochi; Springy
1201,Charlotte Joconde,シャーロット・ジョコンド,Shārotto Jokondo,Charlotte Joconde,,,869.0,894.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1202,Charlotte Hachee,シャーロット・アッシュ,Shārotto Asshu,Charlotte Hachee,,,,871.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 10th,,
1203,Charlotte High-Fat,シャーロット・ハイファット,Shārotto Haifatto,Charlotte High-Fat,,,832.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1204,Charlotte Joscarpone,シャーロット・ジョスカルポーネ,Shārotto Josukarupōne,Charlotte Joscarpone,,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,February 27th,,
1205,Charlotte Galette,Bata Bata no Mi,Shārotto Garetto,Charlotte Galette,,Margarine Island,789.0,829.0,Charlotte Family; Big Mom Pirates,Alive,,,,Butter-Butter Fruit,Paramecia,October 19th,,Butter
1206,Charlotte Flampe,シャーロット・フランペ,Shārotto Furanpe,Charlotte Flampe,Grand Line (Totto Land),Rokumitsu Island,865.0,891.0,Charlotte Family; Big Mom Pirates,Alive,,170.0,S,,,February 11th,,
1207,Charlotte Effiler,シャーロット・エフィレ,Shārotto Efire,Charlotte Effiler;Charlotte Effilee (WT100),,,831.0,864.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 10th,,
1208,Charlotte Dosmarche,シャーロット・ドスマルシェ,Shārotto Dosumarushe,Charlotte Dosmarche,,Black Island,832.0,861.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,January 23rd,,
1209,Charlotte Gala,シャーロット・ガラ,Shārotto Gara,Charlotte Gala,,,,,Charlotte Family,Alive,,,,,,September 29th,,
1210,Charlotte De-Chat,シャーロット・ドシャ,Shārotto Dosha,Charlotte De-Chat,,,809.0,845.0,Charlotte Family,Alive,,,,,,,,
1211,Charlotte Daifuku,Hoya Hoya no Mi,Shārotto Daifuku,Charlotte Daifuku,Grand Line (On a boat),Poripori Island,826.0,861.0,Charlotte Family; Big Mom Pirates,Alive,,489.0,X,Puff-Puff Fruit,Paramecia,November 25th,,Lamp Chimney
1212,Charlotte Dacquoise,シャーロット・ダクワーズ,Shārotto Dakuwāzu,Charlotte Dacquoise,,Jam Island,822.0,854.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1213,Charlotte Custard,シャーロット・カスタード,Shārotto Kasutādo,Charlotte Custard,Grand Line (On a boat),Totto Land,831.0,862.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,February 28th,,
1214,Charlotte Dolce and Dragée,シャーロット・ドルチェシャーロット・ドラジェ,Shārotto DorucheShārotto Doraje,Charlotte Dolce and Dragée (Viz);Charlotte Dolce and Dragee (WT100),,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,February 21st,,
1215,Charlotte Counter,シャーロット・カウンター,Shārotto Kauntā,Charlotte Counter,,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,September 29th,,
1216,Charlotte Cracker,Bisu Bisu no Mi,Shārotto Kurakkā,Charlotte Cracker,Grand Line (On a boat),Biscuits Island,796.0,835.0,Charlotte Family; Big Mom Pirates,Alive,,307.0,X,Bis-Bis Fruit,Paramecia,February 28th,,Biscuit
1217,Charlotte Cornstarch,シャーロット・コンスターチ,Shārotto Konsutāchi,Charlotte Cornstarch,,Loving Island,841.0,865.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,December 16th,,
1218,Charlotte Compote,シャーロット・コンポート,Shārotto Konpōto,Charlotte Compote,,Fruits Island,830.0,860.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,October 15th,,
1219,Charlotte Compo,シャーロット・コンポ,Shārotto Konpo,Charlotte Compo,,Piepie Island,834.0,864.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1220,Charlotte Citron,シャーロット・シトロン,Shārotto Shitoron,Charlotte Citron,Grand Line (Totto Land),Kimi Island,833.0,861.0,Charlotte Family;  Big Mom Pirates,Alive,,,,,,October 12th,,
1221,Charlotte Cinnamon,シャーロット・シナモン,Shārotto Shinamon,Charlotte Cinnamon,Grand Line (Totto Land),,830.0,860.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,October 12th,,
1222,Charlotte Chiffon,シャーロット・シフォン,Shārotto Shifon,Charlotte Chiffon,Grand Line (Totto Land),Funwari Island (former),783.0,825.0,Fire Tank Pirates; Charlotte Family (defected),Alive,,215.0,F,,,January 27th,,
1223,Charlotte Chiboust,シャーロット・シブースト,Shārotto Shibūsuto,Charlotte Chiboust,,Sanshoku Island,869.0,894.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1224,Charlotte Cadenza,シャーロット・カデンツァ,Shārotto Kadentsa,Charlotte Cadenza,,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,September 29th,,
1225,Charlotte Cabaletta,シャーロット・カバレッタ,Shārotto Kabaretta,Charlotte Cabaletta,,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,September 29th,,
1226,Charlotte Brulee,Mira Mira no Mi,Shārotto Buryure,Charlotte Brulee,Grand Line (At a random port),Whole Cake Island; Mirro-World,791.0,831.0,Charlotte Family; Big Mom Pirates,Alive,,350.0,S,Mirror-Mirror Fruit,Paramecia,March 6th,,Mirror
1227,Charlotte Broye,シャーロット・ブロワイエ,Shārotto Burowaie,Charlotte Broye,Grand Line (At a random port),Milenge Island,832.0,864.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,March 6thDecember 26th (SBS),,
1228,Charlotte Brownie,シャーロット・ブラウニー,Shārotto Buraunī,Charlotte Brownie,,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,,,
1229,Charlotte Bavarois,シャーロット・ババロア,Shārotto Babaroa,Charlotte Bavarois,,,861.0,888.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,October 29th,,
1230,Charlotte Anglaise,シャーロット・アングレ,Shārotto Angure,Charlotte Anglaise,,,809.0,845.0,Charlotte Family; Big Mom Pirates,Alive,,,,,,October 19th,,
